"LOA DATE",PRODUCT,MODEL,"PRIMARY VIOLATION",CITATION,"ACTION REQUESTED",FIRM,"ADDRESS 1","ADDRESS 2","FOREIGN MFG","LOT SIZE",COUNTRY
"January 2013","FRICTION TRUCK W/ CAR",2798A-8,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","HIGH STAR TOYS INC.","2150 E. 25TH STREET","VERNON, CA 90013","SHANTOU DI HUA TRADIN CO., LTD",780,CHINA
"January 2013","FRICTION TRUCK W/ CAR",2798A-22,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","HIGH STAR TOYS INC.","2150 E. 25TH STREET","VERNON, CA 90013","SHANTOU DI HUA TRADIN CO., LTD",480,CHINA
"January 2013","FRICTION TRUCK W/ MOTORCYCLE",2798A-23,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","HIGH STAR TOYS INC.","2150 E. 25TH STREET","VERNON, CA 90013","SHANTOU DI HUA TRADIN CO., LTD",480,CHINA
"January 2013","FRICTION TRUCK W/ MOTORCYCLE",2798A-11,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","HIGH STAR TOYS INC.","2150 E. 25TH STREET","VERNON, CA 90013","SHANTOU DI HUA TRADIN CO., LTD",780,CHINA
"January 2013","PORTABLE ELECTRIC GENERATOR","H-POWER, DIESEL","Generator Labeling Violation","16 CFR part 1407","Stop Sale and Correct Future Production","WAREHAM, FRED DBA ADVANCED COMFORT SYSTE","6121 144TH ST NW","GIG HARBOR, WA 98332","JIANZHOU HOLDINGS GROUP CO., LTD",20,CHINA
"January 2013","DRAIN COVER",POOL,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","WEST GENESEE HIGH SCHOOL","5201 WEST GENESEE STREET","CAMILLUS, NY 13031",,1,
"January 2013","PLASTIC DRAGON",CY-6041A,"ASTM Battery - Operated Toy","15 U.S.C. § 2058(b)(1)","Stop Sale and Correct Future Production","AMIGO'S SERVICE STATION","52 HANNAH'S REST","ST. CROIX, VI","WANHANG INTERNATIONAL TRADE CO., LIMITED",48,CHINA
"January 2013","PLASTIC HELICOPTER",2268,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Correct Future Production","AMIGO'S SERVICE STATION","52 HANNAH'S REST","ST. CROIX, VI","WANHANG INTERNATIONAL TRADE CO., LIMITED",72,CHINA
"January 2013",NAVIGATOR,131,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Correct Future Production","AMIGO'S SERVICE STATION","52 HANNAH'S REST","ST. CROIX, VI","WANHANG INTERNATIONAL TRADE CO., LIMITED",48,CHINA
"January 2013",SUBMACHINE,"LB 2010A","Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Correct Future Production","AMIGO'S SERVICE STATION","52 HANNAH'S REST","ST. CROIX, VI","WANHANG INTERNATIONAL TRADE CO., LIMITED",48,CHINA
"January 2013","PRODUCT GUN -ANTI TERRORI",AK-20,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Correct Future Production","AMIGO'S SERVICE STATION","52 HANNAH'S REST","ST. CROIX, VI","WANHANG INTERNATIONAL TRADE CO., LIMITED",48,CHINA
"January 2013","HAPPY PAPA MOTOR TRAIN",B968A,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","AMIGO'S SERVICE STATION","52 HANNAH'S REST","ST. CROIX, VI","WANHANG INTERNATIONAL TRADE CO., LIMITED",24,CHINA
"January 2013","DRAIN COVER",POOL,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","GOLD'S GYM DEWITT","5791 WILDWATERS PARKWAY","DEWITT, NY 13214",,1,
"January 2013","WIND UP CHICKEN",L-923,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","ASONIC TRADING","17003 BETTY AVE","CERRITOS, CA 90703","SHANTOU MING HONG PLASTIC TOYS FACTORY",15480,CHINA
"January 2013","BUBBLE GUN",626A-2(626AB),"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","ASONIC TRADING","17003 BETTY AVE","CERRITOS, CA 90703","SHANTOU MING HONG PLASTIC TOYS FACTORY",15480,CHINA
"January 2013","BOXING SET",39100,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","APONTUS LLC","2038 DURFEE AVE","SOUTH EL MONTE, CA 91733","JINMING TRADE LIMITED",1800,CHINA
"January 2013","DRAIN COVER",SPA,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","CAGAN CROSSING 2","541 AVENIDA CURATA E.","CLERMONT, FL 34711",,1,USA
"January 2013",POOL,,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","KUGLER MILL SQUARE","8495 VORHEES LANE","CINCINNATI, OH 45236",,0,USA
"January 2013","DRAIN COVERS","WADING POOL","Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","ANDERSON HILLS SWIM & TENNIS CLUB","8040 HOPPER ROAD","CINCINNATI, OH 45255",,0,USA
"January 2013","DRAIN COVER",SPA,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","NOTTINGHAM RETIREMENT COMMUNITY","1301 NOTTINGHAM ROAD","DEWITT, NY 13078",,1,
"January 2013","DRAIN COVER","WADING POOL","Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","CAVALRY VETERANS OF SYRACUSE","4801 TROOP K ROAD","MANLIUS, NY 13104",,1,
"January 2013","DRAIN COVER","WADING POOL","Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","DRUMLINS, INC.","800 NOTTINGHAM RD","DEWITT, NY 13224",,1,
"January 2013","SOCCER BALL WHISTLE","GEO.305, GEO.30","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","BRAND 44 LLC","169 CORONA STREET","DENVER, CO 30218",,1,CHINA
"January 2013","TOY - BADGES",NOV418DZ,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CHEMICAL LIGHT INC.","595 N. LAKEVIEW PARKWAY","VERNON HILLS, IL 60061","NINGBO B&B INTERNATIONAL TRADING CO LTD",1440,CHINA
"January 2013","100% PRINTED COTTON T-SHIRTS B",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A. DE C.V.",16,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A. DE C.V.",134,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",134,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS G",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",134,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",134,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",64,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",72,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",64,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",64,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",91,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",91,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",581,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",581,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",581,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",581,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",581,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",299,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",299,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",581,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",581,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",299,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",299,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",581,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",270,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",83,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",270,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",270,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A. DE C.V.",83,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",270,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",270,MEXICO
"January 2013","100% PRINTED COTTON T-SHIRTS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","GRUPO FRATEX S.A. DE C.V.","BLVD. TOLUCA NO 120-A COL EL C","NAUCALPAN MEXICO CP 53500,","GRUPO FRATEX S.A DE C.V.",270,MEXICO
"January 2013",TRICYCLE,MTR-978,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","MICARGI INDUSTRIES., INC.","1587 CHICO AVE","S. EL MONTE, CA 91733","JIAXING JINJIANFENG GROUP PINGHU TRICYCLE CO. LTD",835,CHINA
"January 2013","SUPER TRUCK",8811,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","RETAIL MARKETING DISTRIBUTOR CORP.","PO BOX 675","TRUJILLO ALTO, PR 00911-0675","HANG WING PLASTIC INDUSRY CO., LTD",324,CHINA
"January 2013","SUPER SPEED",83A-B1-2,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","RETAIL MARKETING DISTRIBUTOR CORP.","PO BOX 675","TRUJILLO ALTO, PR 00911-0675","HANG WING PLASTIC INDUSRY CO., LTD",864,CHINA
"January 2013","SUPER TRUCK",2598-18,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","RETAIL MARKETING DISTRIBUTOR CORP.","PO BOX 675","TRUJILLO ALTO, PR 00911-0675","HANG WING PLASTIC INDUSRY CO., LTD",36,CHINA
"January 2013","SUPER TRUCK",2598-4,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","RETAIL MARKETING DISTRIBUTOR CORP.","PO BOX 675","TRUJILLO ALTO, PR 00911-0675","HANG WING PLASTIC INDUSRY CO., LTD",864,CHINA
"January 2013","SUPER POWER TRUCK",556-2B,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","RETAIL MARKETING DISTRIBUTOR CORP.","PO BOX 675","TRUJILLO ALTO, PR 00911-0675","HANG WING PLASTIC INDUSRY CO., LTD",600,CHINA
"January 2013","PROJECTOR PAINTING PLAY",46-76204,"Art Materials Labeling","16 CFR 1500.14(b)(8)","Stop Sale and Correct Future Production","CARIBBEAN RETAIL VENTURES, INC.","GAUTIER BENITEZ #14","CAGUAS, PR 00725","ALLIANCE (HK) ENTERPRISE LTD.",960,CHINA
"January 2013","KING SUPER RAILCAR MODEL",46-64453,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CARIBBEAN RETAIL VENTURES, INC.","GAUTIER BENITEZ #14","CAGUAS, PR 00725","ALLIANCE (HK) ENTERPRISE LIMITED",588,CHINA
"January 2013",RESCUE,46-78048,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CARIBBEAN RETAIL VENTURES, INC.","GAUTIER BENITEZ #14","CAGUAS, PR 00725","ALLIANCE (HK) ENTERPRISE LIMITED",816,"HONG KONG"
"January 2013","DELICIOUS HAMBURGER SET",46-78229,"Art Materials Labeling","16 CFR 1500.14(b)(8)","Stop Sale and Correct Future Production","CARIBBEAN RETAIL VENTURES, INC.","GAUTIER BENITEZ #14","CAGUAS, PR 00725","ALLIANCE (HK) ENTERPRISE LIMITED",1248,CHINA
"January 2013","AMBULANCE, POLICE, FIRE ENGINE",46-80269,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CARIBBEAN RETAIL VENTURES, INC.","GAUTIER BENITEZ #14","CAGUAS, PR 00725","ALLIANE (HK) ENTERPRISE LIMITED",864,CHINA
"January 2013","CHARMING ART",46-68647,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CARIBBEAN RETAIL VENTURES, INC.","GAUTIER BENITEZ #14","CAGUAS, PR 00725","ALLIANE (HK) ENTERPRISE LIMITED",720,CHINA
"January 2013","HORSE BALLS",004-205,"Art Materials Labeling","16 CFR 1500.14(b)(8)","Correct Future Production","ESCO IMPORTS OF TEXAS","6055 WOODLAKE CENTER","SAN ANTONIO, TX 78244","KILOMAX INTERNATIONAL LIMITED",12600,"HONG KONG"
"January 2013","ELECTRONIC DANCING BEAR",28158,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","QB TRADING INC","23 CYPRESS AVE","BROOKLYN, NY 11237","SHENZHEN DELAIFA TRADE CO LTD",1800,CHINA
"January 2013","RC CAR",2031,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","QB TRADING INC","23 CYPRESS AVE","BROOKLYN, NY 11237","SHENZHEN DELAIFA TRADE CO LTD",2400,CHINA
"January 2013",TARGETS/TOY,TOYS/TARGETS,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","NATIONAL ALLIANCE YOUTH","2050 VISTA PKWY","PALM BEACH, FL 33411","PLAYER DEVELOPMENT PRODUCTS",120,CHINA
"January 2013","PLUSH BEAR",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","JOO BROS IN. DBA: TEAM WORK","221 E. EAST BOYD STREET #B","LOS ANGELES, CA 90013","GUANG ZHOU SPU TRADE",200,CHINA
"January 2013","TEDDY BEAR",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","JOO BROS IN. DBA: TEAM WORK","221 E. EAST BOYD STREET #B","LOS ANGELES, CA 90013","GUANG ZHOU SPU TRADE",200,CHINA
"January 2013","KEY CHAIN FOB",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","JOO BROS IN. DBA: TEAM WORK","221 E. EAST BOYD STREET #B","LOS ANGELES, CA 90013","GUANG ZHOU SPU TRADE",250,CHINA
"January 2013","GRAY BAG",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","JOO BROS IN. DBA: TEAM WORK","221 E. EAST BOYD STREET #B","LOS ANGELES, CA 90013","GUANG ZHOU SPU TRADE",100,CHINA
"January 2013","ANIME BACKPACK",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","JOO BROS IN. DBA: TEAM WORK","221 E. EAST BOYD STREET #B","LOS ANGELES, CA 90013","GUANG ZHOU SPU TRADE",150,CHINA
"January 2013",DOLL,10738EB(B),"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","LONG OCEAN CORP","73-73 GOULD STREET","BAYONNE, NJ 07002","TANG LUNG HONG",1476,CHINA
"January 2013",DOLL,10365EB,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","LONG OCEAN CORP","73-73 GOULD STREET","BAYONNE, NJ 07002","TANG LUNG HONG",900,CHINA
"January 2013",DOLL,10358S/EB,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","LONG OCEAN CORP","73-73 GOULD STREET","BAYONNE, NJ 07002","TANG LUNG HONG",10800,CHINA
"January 2013","DOCTOR SET WITH DOLL",Y5852-1075,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","LONG OCEAN CORP","73-73 GOULD STREET","BAYONNE, NJ 07002","TANG LUNG HONG",2160,"HONG KONG"
"January 2013","TOY CELL PHONE",13314,"ASTM Battery - Operated Toy","15 U.S.C. § 2058(b)(1)","Stop Sale and Correct Future Production","TEJAS CHARMS","9907 HARWIN DRIVE","HOUSTON, TX 77036",CNANFCOU501YIW,480,CHINA
"January 2013","TOY R/C CAR",3362,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TEJAS CHARMS","9907 HARWIN DRIVE","HOUSTON, TX 77036",CNANFCOU501YIW,96,CHINA
"January 2013","TOY CAR (6PACK)",3365,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TEJAS CHARMS","9907 HARWIN DRIVE","HOUSTON, TX 77036",CNANFCOU501YIW,283,CHINA
"December 2012","ROCKING HORSE",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","KAMAL SARAMA DBA ROUTE 66 FURNITURE","1321 E HIGHWAY 66","GALLUP, NM 87301","YANGZHOU JINGRUI TOYS & GIFTS CO., LTD",900,CHINA
"December 2012","CHILDRENS SHOE (PINK)",AA-1,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TRES HERMANOS WESTERN WEAR, INC.","2211 BELVIDERE RD.","WAUKEGAN, IL 60058","HANGWING PLASTIC INDUSTRY CO., LTD",720,CHINA
"December 2012","CHILDRENS SHOE (BLUE)",AA-1,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TRES HERMANOS WESTERN WEAR, INC.","2211 BELVIDERE RD.","WAUKEGAN, IL 60058","HANGWING PLASTIC INDUSTRY CO., LTD",720,CHINA
"December 2012","CHILDRENS SHOE (BROWN)",AA-1,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TRES HERMANOS WESTERN WEAR, INC.","2211 BELVIDERE RD.","WAUKEGAN, IL 60058","HANGWING PLASTIC INDUSTRY CO., LTD",720,CHINA
"December 2012","GIRL PAJAMA","102.55 (WHITE)","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CALI FASHION GIFTS","11209 BELLAIRE BLVD STE C-29","HOUSTON, TX 77072","GUANGZHOU JUNWEI COMMERCIAL TRADE DEVELOP CO., LTD.",75,CHINA
"December 2012","GIRL PAJAMA","2002.9 (PINK)","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CALI FASHION GIFTS","11209 BELLAIRE BLVD STE C-29","HOUSTON, TX 77072","GUANGZHOU JUNWEI COMMERCIAL TRADE DEVELOP CO., LTD.",75,CHINA
"December 2012","TOY BUS","LX 156","Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Correct Future Production","USA SHUN DA TRADING INC","1285 FLUSHING AVE.","BROOKLYN, NY 11237","ZHEJIANG HENGFEN GROUP CO., LTD.",500,CHINA
"December 2012","SUPER RACING THUNDER",46-78294,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Correct Future Production","CARIBBEAN RETAIL VENTURES, INC.","GAUTIER BENITEZ #14","CAGUAS, PR 00725","ALLIANCE (HK) ENTERPRISE LIMITED",5376,CHINA
"December 2012","SUPER TRUCK",8801-2A,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","RETAIL MARKETING DISTRIBUTOR CORP.","PO BOX 675","TRUJILLO ALTO, PR 00911-0675","HANG WING PLASTIC INDUSTRY CO., LTD",120,CHINA
"December 2012","JUMPING BALL RED MONKEY",7506086259712,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Correct Future Production","FABRICAS SELECTAS","3843 NORTH CYPRESS DRIVE","WICHITA, KS 67226","GLASFIRMA S.A. DE C.V.",250,MEXICO
"December 2012","QUICK CHINESE CHECKERS",642109,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","FABRICAS SELECTAS","3843 NORTH CYPRESS DRIVE","WICHITA, KS 67226","GLASFIRMA S.A.DE C.V.",1008,MEXICO
